id,itemId,name,price,primaryImageUrl,isAvailable,webUrl,description,brand,categoryId,salePrice,additionalImageUrls
10604759,CFA-10460665,Date Night: Sushi Bar,109.00,https://assets.surlatable.com/transform/pim/76d30a24-92bf-4b9a-b3ee-45e942349250/06_cfa-10460665_shrimp_tempura_roll_gettyimages-186854720,TRUE,https://www.surlatable.com/cooking-class/date-night-sushi-bar/CFA-10460665,Cooking Class Description: What's more fun than eating sushi? Learning to make it with your special someone! You and your partner will master the art of rolling as you prepare a Shrimp Tempura Roll; Crab Inari Sushi in crispy fried tofu pockets and a fresh Avocado and Vegetable Hand Roll. Along the way your chef instructor will walk you through seasoning sushi rice; whisking a bright Yuzu Dipping Sauce and frying shrimp tempura to crisp perfection. To finish; a light and refreshing Yuzu Sorbet makes for the perfect sweet ending.What To Expect: In our classes you'll work together with other students (in groups of 4); sharing workstations and equipment in a fun; hands-on environment led by our professional chef instructors.Classes are 2 hours; unless otherwise noted above.Hands-on classes are limited to 14-20 students; depending on location.You will be standing; cooking; and working for most of the class.Please wear comfortable; closed-toe shoes and have long hair tied back.Students receive a coupon for 10% off in-store purchases the day of class.Cancellations or changes must be completed at least 48 hours before the start time of class.Prices vary by location.Sur La Table recipes are developed using common cooking and baking ingredients that may or may not be specified in the menu titles; including various fruits and vegetables; nuts; meats; spices; wheat flours; etc. If you have a food allergy; please check with your local Cooking School before attending the class. Adjustments to recipes cannot be made during class.,Sur La Table,638,,https://assets.surlatable.com/transform/72_dpi_webp/f7ad1048-e5ae-44a6-b8ae-f75a42d10caf/06_cfa-10460665_crab_inari_sushi_fried_tofu_pockets_ai
10488104,CFA-10076032,Cut Like a Pro,49.00,https://assets.surlatable.com/transform/pim/9480f0ed-39f0-464e-93f2-818320b43969/2267912_1024_07i_esq,TRUE,https://www.surlatable.com/cooking-class/cut-like-a-pro/CFA-10076032,Cooking Class Description: Take your kitchen confidence to the next level with this 1-hour hands-on knife skills workshop. In a small group of just four guests; you’ll get personalized coaching from a Sur La Table chef as you learn to chop; slice; dice; and mince like a pro.Discover how to handle your knife with precision and ease; practice essential techniques; and pick up pro tips that make prep work faster; safer; and more enjoyable. Whether you're sharpening your basics or starting fresh; this focused class will elevate your everyday cooking.Bonus: Knife Sharpening available for $8 per knife. Bring your favorite knife - because every great cook deserves a razor-sharp edge.What To Expect: In these specialty classes; you’ll enjoy an intimate; hands-on experience with a maximum of four guests per session. Classes take place on the retail floor in dedicated specialty areas; creating a unique and interactive environment led by our professional chef instructors.Classes are 1 hour.Hands-on classes are limited to 14-16 students; depending on location.You will be standing and actively engaged for most of the class.Please wear comfortable; closed-toe shoes and have long hair tied back. Cancellations or changes must be completed at least 48 hours before the start time of class. Sur La Table recipes are developed using common cooking and baking ingredients that may or may not be specified in the menu titles; including various fruits and vegetables; nuts; meats; spices; wheat flours; etc. If you have a food allergy; please check with your local Cooking School before attending the class. Adjustments to recipes cannot be made during class.Note: Food is not served during these specialty classes.,Sur La Table,638,,https://assets.surlatable.com/transform/72_dpi_webp/14d95961-88be-447e-966a-d13ad52a2a79/slt_2022_0516_culinary_process_prepping_vegetables_0150
10610194,CFA-10076081,Coffee Like a Pro,49.00,https://assets.surlatable.com/transform/pim/1c6b3905-71dc-4cd2-aad3-567a6bee1ef5/7574189_0326_ve,TRUE,https://www.surlatable.com/cooking-class/coffee-like-a-pro/CFA-10076081,Cooking Class Description: Discover the art of manual coffee brewing in an intimate; one-hour hands-on class at Sur La Table. Limited to just four guests; you'll enjoy personalized instruction from our in-house coffee specialist as you learn how to brew café-quality coffee using French Press and Pour Over methods.This in-store experience covers everything from selecting the right equipment and grind size to perfecting brew ratios and techniques. Whether you’re new to brewing or looking to elevate your morning ritual; you’ll leave with the skills and confidence to craft a balanced; flavorful cup—one you'll be proud to make at home.What To Expect: In these specialty classes; you’ll enjoy an intimate; hands-on experience with a maximum of four guests per session. Classes take place on the retail floor in dedicated specialty areas; creating a unique and interactive environment led by our professional chef instructors.Classes are 1 hour.Hands-on classes are limited to 14-16 students; depending on location.You will be standing and actively engaged for most of the class.Please wear comfortable; closed-toe shoes and have long hair tied back. Cancellations or changes must be completed at least 48 hours before the start time of class. Sur La Table recipes are developed using common cooking and baking ingredients that may or may not be specified in the menu titles; including various fruits and vegetables; nuts; meats; spices; wheat flours; etc. If you have a food allergy; please check with your local Cooking School before attending the class. Adjustments to recipes cannot be made during class.Note: Food is not served during these specialty classes.,Sur La Table,638,,https://assets.surlatable.com/transform/72_dpi_webp/c2d68906-2215-4334-86ae-cdcbcd8c1c44/6778864_0821_p
10552206,CFA-7777717,Knife Skills,69.00,https://assets.surlatable.com/transform/pim/e0e3640f-515e-4cba-b564-a39fbc33b894/6591564_knifeskills_nov20-jpg,TRUE,https://www.surlatable.com/cooking-class/knife-skills/CFA-7777717,Cooking Class Description: At the heart of all great culinary creations are tried-and-true techniques. Our chef instructor will guide you through foundational knife skills in a fun; hands-on environment.What To Expect: In our classes you'll work together with other students (in groups of 4); sharing workstations and equipment in a fun; hands-on environment led by our professional chef instructors.Classes are 2 hours; unless otherwise noted above.Hands-on classes are limited to 14-20 students; depending on location.You will be standing; cooking; and working for most of the class.Please wear comfortable; closed-toe shoes and have long hair tied back.Students receive a coupon for 10% off in-store purchases the day of class.Cancellations or changes must be completed at least 48 hours before the start time of class.Prices vary by location.Sur La Table recipes are developed using common cooking and baking ingredients that may or may not be specified in the menu titles; including various fruits and vegetables; nuts; meats; spices; wheat flours; etc. If you have a food allergy; please check with your local Cooking School before attending the class. Adjustments to recipes cannot be made during class.,Sur La Table,638,,
10557304,CFA-7777717,Knife Skills,69.00,https://assets.surlatable.com/transform/pim/e0e3640f-515e-4cba-b564-a39fbc33b894/6591564_knifeskills_nov20-jpg,TRUE,https://www.surlatable.com/cooking-class/knife-skills/CFA-7777717,Cooking Class Description: At the heart of all great culinary creations are tried-and-true techniques. Our chef instructor will guide you through foundational knife skills in a fun; hands-on environment.What To Expect: In our classes you'll work together with other students (in groups of 4); sharing workstations and equipment in a fun; hands-on environment led by our professional chef instructors.Classes are 2 hours; unless otherwise noted above.Hands-on classes are limited to 14-20 students; depending on location.You will be standing; cooking; and working for most of the class.Please wear comfortable; closed-toe shoes and have long hair tied back.Students receive a coupon for 10% off in-store purchases the day of class.Cancellations or changes must be completed at least 48 hours before the start time of class.Prices vary by location.Sur La Table recipes are developed using common cooking and baking ingredients that may or may not be specified in the menu titles; including various fruits and vegetables; nuts; meats; spices; wheat flours; etc. If you have a food allergy; please check with your local Cooking School before attending the class. Adjustments to recipes cannot be made during class.,Sur La Table,638,,
10562403,CFA-7777717,Knife Skills,69.00,https://assets.surlatable.com/transform/pim/e0e3640f-515e-4cba-b564-a39fbc33b894/6591564_knifeskills_nov20-jpg,TRUE,https://www.surlatable.com/cooking-class/knife-skills/CFA-7777717,Cooking Class Description: At the heart of all great culinary creations are tried-and-true techniques. Our chef instructor will guide you through foundational knife skills in a fun; hands-on environment.What To Expect: In our classes you'll work together with other students (in groups of 4); sharing workstations and equipment in a fun; hands-on environment led by our professional chef instructors.Classes are 2 hours; unless otherwise noted above.Hands-on classes are limited to 14-20 students; depending on location.You will be standing; cooking; and working for most of the class.Please wear comfortable; closed-toe shoes and have long hair tied back.Students receive a coupon for 10% off in-store purchases the day of class.Cancellations or changes must be completed at least 48 hours before the start time of class.Prices vary by location.Sur La Table recipes are developed using common cooking and baking ingredients that may or may not be specified in the menu titles; including various fruits and vegetables; nuts; meats; spices; wheat flours; etc. If you have a food allergy; please check with your local Cooking School before attending the class. Adjustments to recipes cannot be made during class.,Sur La Table,638,,
10569036,CFA-7777717,Knife Skills,69.00,https://assets.surlatable.com/transform/pim/e0e3640f-515e-4cba-b564-a39fbc33b894/6591564_knifeskills_nov20-jpg,TRUE,https://www.surlatable.com/cooking-class/knife-skills/CFA-7777717,Cooking Class Description: At the heart of all great culinary creations are tried-and-true techniques. Our chef instructor will guide you through foundational knife skills in a fun; hands-on environment.What To Expect: In our classes you'll work together with other students (in groups of 4); sharing workstations and equipment in a fun; hands-on environment led by our professional chef instructors.Classes are 2 hours; unless otherwise noted above.Hands-on classes are limited to 14-20 students; depending on location.You will be standing; cooking; and working for most of the class.Please wear comfortable; closed-toe shoes and have long hair tied back.Students receive a coupon for 10% off in-store purchases the day of class.Cancellations or changes must be completed at least 48 hours before the start time of class.Prices vary by location.Sur La Table recipes are developed using common cooking and baking ingredients that may or may not be specified in the menu titles; including various fruits and vegetables; nuts; meats; spices; wheat flours; etc. If you have a food allergy; please check with your local Cooking School before attending the class. Adjustments to recipes cannot be made during class.,Sur La Table,638,,
10587400,CFA-7777717,Knife Skills,69.00,https://assets.surlatable.com/transform/pim/e0e3640f-515e-4cba-b564-a39fbc33b894/6591564_knifeskills_nov20-jpg,TRUE,https://www.surlatable.com/cooking-class/knife-skills/CFA-7777717,Cooking Class Description: At the heart of all great culinary creations are tried-and-true techniques. Our chef instructor will guide you through foundational knife skills in a fun; hands-on environment.What To Expect: In our classes you'll work together with other students (in groups of 4); sharing workstations and equipment in a fun; hands-on environment led by our professional chef instructors.Classes are 2 hours; unless otherwise noted above.Hands-on classes are limited to 14-20 students; depending on location.You will be standing; cooking; and working for most of the class.Please wear comfortable; closed-toe shoes and have long hair tied back.Students receive a coupon for 10% off in-store purchases the day of class.Cancellations or changes must be completed at least 48 hours before the start time of class.Prices vary by location.Sur La Table recipes are developed using common cooking and baking ingredients that may or may not be specified in the menu titles; including various fruits and vegetables; nuts; meats; spices; wheat flours; etc. If you have a food allergy; please check with your local Cooking School before attending the class. Adjustments to recipes cannot be made during class.,Sur La Table,638,,
10601706,CFA-7777717,Knife Skills,79.00,https://assets.surlatable.com/transform/pim/e0e3640f-515e-4cba-b564-a39fbc33b894/6591564_knifeskills_nov20-jpg,TRUE,https://www.surlatable.com/cooking-class/knife-skills/CFA-7777717,Cooking Class Description: At the heart of all great culinary creations are tried-and-true techniques. Our chef instructor will guide you through foundational knife skills in a fun; hands-on environment.What To Expect: In our classes you'll work together with other students (in groups of 4); sharing workstations and equipment in a fun; hands-on environment led by our professional chef instructors.Classes are 2 hours; unless otherwise noted above.Hands-on classes are limited to 14-20 students; depending on location.You will be standing; cooking; and working for most of the class.Please wear comfortable; closed-toe shoes and have long hair tied back.Students receive a coupon for 10% off in-store purchases the day of class.Cancellations or changes must be completed at least 48 hours before the start time of class.Prices vary by location.Sur La Table recipes are developed using common cooking and baking ingredients that may or may not be specified in the menu titles; including various fruits and vegetables; nuts; meats; spices; wheat flours; etc. If you have a food allergy; please check with your local Cooking School before attending the class. Adjustments to recipes cannot be made during class.,Sur La Table,638,,
10605004,CFA-7777717,Knife Skills,79.00,https://assets.surlatable.com/transform/pim/e0e3640f-515e-4cba-b564-a39fbc33b894/6591564_knifeskills_nov20-jpg,TRUE,https://www.surlatable.com/cooking-class/knife-skills/CFA-7777717,Cooking Class Description: At the heart of all great culinary creations are tried-and-true techniques. Our chef instructor will guide you through foundational knife skills in a fun; hands-on environment.What To Expect: In our classes you'll work together with other students (in groups of 4); sharing workstations and equipment in a fun; hands-on environment led by our professional chef instructors.Classes are 2 hours; unless otherwise noted above.Hands-on classes are limited to 14-20 students; depending on location.You will be standing; cooking; and working for most of the class.Please wear comfortable; closed-toe shoes and have long hair tied back.Students receive a coupon for 10% off in-store purchases the day of class.Cancellations or changes must be completed at least 48 hours before the start time of class.Prices vary by location.Sur La Table recipes are developed using common cooking and baking ingredients that may or may not be specified in the menu titles; including various fruits and vegetables; nuts; meats; spices; wheat flours; etc. If you have a food allergy; please check with your local Cooking School before attending the class. Adjustments to recipes cannot be made during class.,Sur La Table,638,,
